Data,Ente,Ambito,Candidato_Riferimento,Lista/Partito,Voti,Percentuale
13/05/2001,ITALIA,Nazionale,N/D,ALLEANZA NAZIONALE,257,"5,96"
13/05/2001,ITALIA,Nazionale,N/D,RIFONDAZIONE COMUNISTA,182,"4,22"
13/05/2001,ITALIA,Nazionale,N/D,LISTA DI PIETRO,173,"4,01"
13/05/2001,ITALIA,Nazionale,N/D,CCD-CDU,117,"2,71"
13/05/2001,ITALIA,Nazionale,N/D,IL GIRASOLE,98,"2,27"
13/05/2001,ITALIA,Nazionale,N/D,PANNELLA-BONINO,97,"2,25"
13/05/2001,ITALIA,Nazionale,N/D,COMUNISTI ITALIANI,85,"1,97"
13/05/2001,ITALIA,Nazionale,N/D,PARTITO PENSIONATI,63,"1,46"
13/05/2001,ITALIA,Nazionale,N/D,DEMOCRAZIA EUROPEA,40,"0,93"
13/05/2001,ITALIA,Nazionale,N/D,ABOLIZIONE SCORPORO,7,"0,16"
