Data,Ente,Ambito,Candidato_Riferimento,Lista/Partito,Voti,Percentuale
09/04/2006,Villa Cortese,Comunale,BERLUSCONI SILVIO,NO EURO,11,"0,27"
09/04/2006,Villa Cortese,Comunale,BERLUSCONI SILVIO,P.LIBERALE ITALIANO,5,"0,12"
09/04/2006,Villa Cortese,Comunale,SARAO  UGO,Voti candidato uninominale,,
09/04/2006,Villa Cortese,Comunale,SARAO  UGO,PENSIONI E LAVORO,21,"0,52"
09/04/2006,Villa Cortese,Comunale,IANNANTUONI DOMENICO,Voti candidato uninominale,,
09/04/2006,Villa Cortese,Comunale,IANNANTUONI DOMENICO,PER IL SUD,0,"0,00"
09/04/2006,ITALIA,Nazionale,PRODI ROMANO,Voti candidato uninominale,,
09/04/2006,ITALIA,Nazionale,PRODI ROMANO,DL.LA MARGHERITA,468,"11,60"
09/04/2006,ITALIA,Nazionale,PRODI ROMANO,DEMOCRATICI SINISTRA,357,"8,85"
09/04/2006,ITALIA,Nazionale,PRODI ROMANO,RIFONDAZIONE COMUNISTA,311,"7,71"
09/04/2006,ITALIA,Nazionale,PRODI ROMANO,INSIEME CON L'UNIONE,230,"5,70"
09/04/2006,ITALIA,Nazionale,PRODI ROMANO,DI PIETRO ITALIA DEI VALORI,143,"3,54"
09/04/2006,ITALIA,Nazionale,PRODI ROMANO,ALLEANZA LOMBARDA AUTONOMIA,90,"2,23"
09/04/2006,ITALIA,Nazionale,PRODI ROMANO,PARTITO PENSIONATI,82,"2,03"
09/04/2006,ITALIA,Nazionale,PRODI ROMANO,LA ROSA NEL PUGNO,55,"1,36"
09/04/2006,ITALIA,Nazionale,PRODI ROMANO,U.D.EUR POPOLARI,18,"0,45"
09/04/2006,ITALIA,Nazionale,PRODI ROMANO,PSDI,7,"0,17"
09/04/2006,ITALIA,Nazionale,PRODI ROMANO,REPUBBLICANI EUROPEI,2,"0,05"
09/04/2006,ITALIA,Nazionale,BERLUSCONI SILVIO,Voti candidato uninominale,,
09/04/2006,ITALIA,Nazionale,BERLUSCONI SILVIO,FORZA ITALIA,1057,"26,20"
09/04/2006,ITALIA,Nazionale,BERLUSCONI SILVIO,LEGA NORD,454,"11,25"
09/04/2006,ITALIA,Nazionale,BERLUSCONI SILVIO,ALLEANZA NAZIONALE,366,"9,07"
09/04/2006,ITALIA,Nazionale,BERLUSCONI SILVIO,UNIONE DI CENTRO,244,"6,05"
09/04/2006,ITALIA,Nazionale,BERLUSCONI SILVIO,FIAMMA TRICOLORE,29,"0,72"
09/04/2006,ITALIA,Nazionale,BERLUSCONI SILVIO,DEM.CRIST.-NUOVO PSI,23,"0,57"
09/04/2006,ITALIA,Nazionale,BERLUSCONI SILVIO,ALTERNATIVA SOCIALE MUSSOLINI,23,"0,57"
09/04/2006,ITALIA,Nazionale,BERLUSCONI SILVIO,AMBIENTA-LISTA,20,"0,50"
09/04/2006,ITALIA,Nazionale,BERLUSCONI SILVIO,PENSIONATI UNITI,18,"0,45"
09/04/2006,ITALIA,Nazionale,BERLUSCONI SILVIO,NO EURO,11,"0,27"
09/04/2006,ITALIA,Nazionale,BERLUSCONI SILVIO,P.LIBERALE ITALIANO,5,"0,12"
09/04/2006,ITALIA,Nazionale,SARAO  UGO,Voti candidato uninominale,,
09/04/2006,ITALIA,Nazionale,SARAO  UGO,PENSIONI E LAVORO,21,"0,52"
09/04/2006,ITALIA,Nazionale,IANNANTUONI DOMENICO,Voti candidato uninominale,,
09/04/2006,ITALIA,Nazionale,IANNANTUONI DOMENICO,PER IL SUD,0,"0,00"
13/05/2001,Villa Cortese,Comunale,N/D,CASA DELLE LIBERTA',1647,"42,20"
13/05/2001,Villa Cortese,Comunale,N/D,L'ULIVO,1378,"35,31"
13/05/2001,Villa Cortese,Comunale,N/D,ALLEANZA LOMBARDA AUTONOMIA,244,"6,25"
13/05/2001,Villa Cortese,Comunale,N/D,RIFONDAZIONE COMUNISTA,173,"4,43"
13/05/2001,Villa Cortese,Comunale,N/D,LISTA DI PIETRO,137,"3,51"
13/05/2001,Villa Cortese,Comunale,N/D,VA' PENSIERO PADANIA,81,"2,08"
13/05/2001,Villa Cortese,Comunale,N/D,PANNELLA-BONINO,65,"1,67"
13/05/2001,Villa Cortese,Comunale,N/D,DEMOCRAZIA EUROPEA,53,"1,36"
13/05/2001,Villa Cortese,Comunale,N/D,FIAMMA TRICOLORE,45,"1,15"
13/05/2001,Villa Cortese,Comunale,N/D,PARTITO PENSIONATI,44,"1,13"
13/05/2001,Villa Cortese,Comunale,N/D,FORZA NUOVA,21,"0,54"
13/05/2001,Villa Cortese,Comunale,N/D,P.LIBERAL POPOLARE,9,"0,23"
13/05/2001,Villa Cortese,Comunale,N/D,LIBDEM.BASTA,6,"0,15"
13/05/2001,ITALIA,Nazionale,N/D,CASA DELLE LIBERTA',1647,"42,20"
13/05/2001,ITALIA,Nazionale,N/D,L'ULIVO,1378,"35,31"
13/05/2001,ITALIA,Nazionale,N/D,ALLEANZA LOMBARDA AUTONOMIA,244,"6,25"
13/05/2001,ITALIA,Nazionale,N/D,RIFONDAZIONE COMUNISTA,173,"4,43"
13/05/2001,ITALIA,Nazionale,N/D,LISTA DI PIETRO,137,"3,51"
13/05/2001,ITALIA,Nazionale,N/D,VA' PENSIERO PADANIA,81,"2,08"
13/05/2001,ITALIA,Nazionale,N/D,PANNELLA-BONINO,65,"1,67"
13/05/2001,ITALIA,Nazionale,N/D,DEMOCRAZIA EUROPEA,53,"1,36"
13/05/2001,ITALIA,Nazionale,N/D,FIAMMA TRICOLORE,45,"1,15"
13/05/2001,ITALIA,Nazionale,N/D,PARTITO PENSIONATI,44,"1,13"
13/05/2001,ITALIA,Nazionale,N/D,FORZA NUOVA,21,"0,54"
13/05/2001,ITALIA,Nazionale,N/D,P.LIBERAL POPOLARE,9,"0,23"
13/05/2001,ITALIA,Nazionale,N/D,LIBDEM.BASTA,6,"0,15"
